HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Single Family Home,3,Builder_6,6,Broker_17,17,Seller_526,526,Cynthia Turner,109,"400 Daniel Ferry Suite 741
North Robert, PR 95491",001-253-324-9208x7468,Cryptocurrency,6,TD Bank,7,896917.22,2021-07-10
Villa,4,Builder_20,20,Broker_14,14,Seller_446,446,Michelle Baker,2,"778 Smith Ridges Apt. 080
Hallfort, DC 41138",4789891680,Google Pay,8,Ally Bank,10,265235.29,2021-08-23
Studio,10,Builder_11,11,Broker_15,15,Seller_834,834,Jack Gordon,84,"15982 Dawn Streets
South Brianside, HI 65078",481-419-3008,Cash,3,Chase Bank,2,347080.44,2024-02-18
Villa,4,Builder_5,5,Broker_30,30,Seller_178,178,Jody Carlson,42,"USNS Delacruz
FPO AE 25512",(567)559-2156,Gift Card,10,Citibank,5,777919.33,2023-02-19
Cottage,7,Builder_12,12,Broker_29,29,Seller_794,794,Matthew Johnson,17,"PSC 8525, Box 3093
APO AP 58578",9974041424,Cash,3,Capital One,9,553660.36,2021-05-23
Bungalow,9,Builder_12,12,Broker_26,26,Seller_995,995,Maria Hobbs,181,"9815 Justin Burg Suite 831
Corytown, DE 78535",+1-643-389-9148x12227,PayPal,7,Capital One,9,382903.2,2024-07-02
Villa,4,Builder_8,8,Broker_9,9,Seller_118,118,Michael Rivera,69,"PSC 2545, Box 9816
APO AP 37096",001-958-983-0843,Apple Pay,9,Bank of America,1,426728.36,2020-12-23
Duplex,5,Builder_11,11,Broker_16,16,Seller_163,163,Melissa Kim,80,"2384 Matthews Circles
Lake Kyle, MP 32598",001-869-905-9990x606,Apple Pay,9,Citibank,5,766973.06,2022-09-30
Villa,4,Builder_12,12,Broker_24,24,Seller_657,657,Shawn Choi,9,"6554 Huber Trace
Fordton, DE 77321",+1-935-678-8168,Bank Transfer,4,PNC Bank,6,267620.38,2021-06-01
Villa,4,Builder_3,3,Broker_6,6,Seller_279,279,Marcus Weaver,145,"PSC 4607, Box 0677
APO AP 28180",661.840.1444x85762,Cash,3,Citibank,5,890711.25,2020-05-26
Single Family Home,3,Builder_13,13,Broker_16,16,Seller_987,987,Kayla Erickson,128,"23535 French Causeway Suite 575
South Lisa, NM 24194",2989764146,Cash,3,Wells Fargo,3,830374.72,2023-06-29
Townhouse,2,Builder_3,3,Broker_11,11,Seller_642,642,Teresa Hamilton,78,"Unit 0765 Box 2518
DPO AP 80097",7697159655,PayPal,7,US Bank,4,792440.2,2020-03-31
Villa,4,Builder_14,14,Broker_17,17,Seller_422,422,Rebecca Roberts,133,"0295 Castro Light Apt. 429
Port Shaunburgh, PA 87661",001-650-740-0280x77143,Cash,3,Ally Bank,10,472450.74,2023-03-18
Villa,4,Builder_16,16,Broker_20,20,Seller_942,942,Dana Carr,127,"33134 Gentry Cove
East John, IL 15918",700-821-2903x41312,Apple Pay,9,Bank of America,1,312863.56,2022-10-06
Bungalow,9,Builder_2,2,Broker_20,20,Seller_144,144,Judith Petersen,22,"888 John Bridge Apt. 951
Lake Richardburgh, CT 14159",+1-992-956-7366x80804,Cryptocurrency,6,TD Bank,7,621112.98,2023-01-01
Single Family Home,3,Builder_19,19,Broker_24,24,Seller_895,895,Bianca Gonzalez,123,"39787 Nathaniel Fields Suite 295
Taylorshire, IA 17669",(400)788-6274,Apple Pay,9,TD Bank,7,825528.06,2024-03-26
Single Family Home,3,Builder_5,5,Broker_2,2,Seller_981,981,Heather Suarez,3,"152 Burns Centers
South Renee, NJ 66100",(447)254-7856,Apple Pay,9,Chase Bank,2,156567.67,2023-05-02
Bungalow,9,Builder_3,3,Broker_19,19,Seller_983,983,Christopher Merritt,104,"0318 Susan Locks
West Lori, CT 00612",612-970-8392x36303,Cheque,5,PNC Bank,6,467707.67,2022-10-09
Single Family Home,3,Builder_16,16,Broker_19,19,Seller_797,797,Cody Herrera,99,"11909 Yvonne Walks
Lake Aaron, ND 06416",304-975-2283x1006,Cash,3,SunTrust Bank,8,530632.33,2020-03-22
Penthouse,6,Builder_9,9,Broker_21,21,Seller_467,467,Tina Miles,70,"190 Serrano Overpass
West Terri, VI 57887",712.627.0070x152,Google Pay,8,Bank of America,1,377330.76,2023-12-30
Cottage,7,Builder_17,17,Broker_28,28,Seller_492,492,Brenda Gonzalez,134,"886 Samantha Wells Suite 652
Millerbury, GU 42451",329.544.7686,Bank Transfer,4,Capital One,9,911211.23,2020-10-20
Mansion,8,Builder_4,4,Broker_6,6,Seller_154,154,Jason Frank,139,"061 Matthews Islands
East Philipfurt, LA 72230",260-906-4841x23449,Bank Transfer,4,Citibank,5,218760.45,2021-11-01
Apartment,1,Builder_17,17,Broker_5,5,Seller_533,533,Allen Brewer,12,"434 Mcbride Forges
New Annette, DC 89743",(453)877-5991,Cryptocurrency,6,US Bank,4,840589.86,2021-07-09
Villa,4,Builder_6,6,Broker_19,19,Seller_932,932,Jason Frank,139,"01953 Daniel Centers
South Crystal, VT 20465",653-337-8616x50408,Debit Card,2,TD Bank,7,460103.37,2021-08-09
Bungalow,9,Builder_12,12,Broker_20,20,Seller_752,752,Thomas Castaneda,182,"4937 Eugene Place Suite 923
Mariahaven, FL 68456",001-857-378-4492x512,Cheque,5,Chase Bank,2,382494.0,2021-07-25
Townhouse,2,Builder_2,2,Broker_3,3,Seller_724,724,Susan Ortiz,191,"487 Kirby Run
Brianstad, SC 29435",270-321-5306,Cash,3,Citibank,5,179112.42,2023-02-03
Apartment,1,Builder_3,3,Broker_26,26,Seller_288,288,Sherri Barron,156,"0420 Janet Manor Apt. 696
South Feliciaview, WY 70247",+1-527-650-5318x66490,Cash,3,Wells Fargo,3,674059.25,2022-12-22
Townhouse,2,Builder_6,6,Broker_19,19,Seller_906,906,Mark Abbott,91,"699 Glen Drives
Maynardview, NM 83042",682.404.3765x04130,Cash,3,PNC Bank,6,510702.72,2021-07-05
Studio,10,Builder_8,8,Broker_7,7,Seller_259,259,David Henderson,87,"37378 Kelly Lodge
Smithmouth, WY 40636",+1-871-260-5303x156,PayPal,7,TD Bank,7,994474.89,2024-01-27
Apartment,1,Builder_10,10,Broker_18,18,Seller_294,294,Jason Wilson,81,"Unit 5031 Box 5838
DPO AA 39623",+1-945-294-6447x512,PayPal,7,Chase Bank,2,200814.2,2023-11-18
Villa,4,Builder_13,13,Broker_5,5,Seller_712,712,David Russell,14,"564 Kenneth Greens
Hayesbury, NE 07805",+1-355-623-2291x99558,Gift Card,10,Chase Bank,2,207051.86,2021-11-29
Villa,4,Builder_20,20,Broker_11,11,Seller_876,876,Matthew Washington DDS,183,"17751 Jody Mount Apt. 815
East Todd, CT 62114",+1-525-804-1682x54243,Gift Card,10,US Bank,4,527498.67,2020-02-25
Bungalow,9,Builder_10,10,Broker_11,11,Seller_173,173,Spencer Baldwin,49,"1753 Teresa Lakes Apt. 744
Pinedashire, DE 63512",937.228.9340x243,Bank Transfer,4,TD Bank,7,902129.08,2020-04-24
Apartment,1,Builder_7,7,Broker_24,24,Seller_39,39,Michelle Mooney,52,"384 Amanda Rapids
East Michael, OH 52412",237-593-3947x107,Gift Card,10,Citibank,5,420597.29,2022-06-14
Bungalow,9,Builder_4,4,Broker_20,20,Seller_131,131,Michael Baker,59,"590 Ryan Burg Apt. 996
West Abigailport, VA 95286",+1-207-632-6122x81937,Debit Card,2,Wells Fargo,3,173849.93,2023-02-01
Bungalow,9,Builder_4,4,Broker_17,17,Seller_613,613,Matthew Wilson,86,"227 Jesus Forge
Juliechester, OH 16077",(857)752-6923x8891,Debit Card,2,PNC Bank,6,184224.97,2023-03-06
Bungalow,9,Builder_3,3,Broker_12,12,Seller_543,543,Justin White,161,"498 Vincent Flats Suite 038
East Cynthia, ND 19552",+1-323-260-7895,Cryptocurrency,6,PNC Bank,6,750225.2,2021-01-07
Cottage,7,Builder_17,17,Broker_15,15,Seller_812,812,Peter Wagner,4,"4529 Michael Tunnel
Port Juanville, TX 60266",6374701352,Cash,3,Wells Fargo,3,741476.09,2022-03-17
Mansion,8,Builder_16,16,Broker_30,30,Seller_736,736,Marcia Smith,40,"892 Thomas Keys
West Vanessabury, ME 24586",242.992.5925x52035,Debit Card,2,Citibank,5,518019.41,2021-12-12
Villa,4,Builder_3,3,Broker_25,25,Seller_465,465,Jonathan Moore,44,"6741 Ross Views
Marissatown, RI 59997",271.684.6315,Google Pay,8,Bank of America,1,905252.62,2021-10-18
Single Family Home,3,Builder_18,18,Broker_22,22,Seller_928,928,Michelle Clark,168,"USNV Jones
FPO AP 93077",001-341-282-2486x185,Google Pay,8,Capital One,9,890913.13,2021-07-21
Cottage,7,Builder_5,5,Broker_23,23,Seller_890,890,Matthew Washington DDS,183,"68698 Welch Prairie
Browningfurt, MT 74041",001-828-848-0420x5195,Gift Card,10,Wells Fargo,3,766933.44,2024-03-03
Single Family Home,3,Builder_1,1,Broker_23,23,Seller_882,882,David Poole,112,"824 Rodriguez Isle Apt. 223
Anthonychester, PW 35499",001-658-588-8697x06978,Cash,3,Ally Bank,10,953482.81,2021-01-08
Cottage,7,Builder_10,10,Broker_18,18,Seller_835,835,Morgan Castillo,118,"15584 Simmons Stream Apt. 916
New Carrie, HI 59442",268-292-2327,Cash,3,Ally Bank,10,698578.62,2020-04-07
Apartment,1,Builder_11,11,Broker_13,13,Seller_496,496,Allen Brewer,12,"842 Weaver Crossroad
Debraburgh, VA 19252",001-614-816-3949,Gift Card,10,TD Bank,7,382550.1,2024-08-21
Villa,4,Builder_1,1,Broker_11,11,Seller_342,342,Daniel Duffy,115,"1466 Lori Turnpike Suite 308
Hammondtown, OK 51592",262-245-8948,Google Pay,8,TD Bank,7,663009.75,2020-11-30
Single Family Home,3,Builder_4,4,Broker_16,16,Seller_567,567,Carol George,146,"089 Haas Place
Huntland, ID 74100",610.698.6028,Cash,3,PNC Bank,6,518728.68,2022-11-26
Townhouse,2,Builder_2,2,Broker_18,18,Seller_101,101,Robert Brown,76,"69807 Robinson Pass Suite 082
Port Adrianmouth, GU 19172",392.633.0253,Debit Card,2,Chase Bank,2,465249.53,2023-04-21
Single Family Home,3,Builder_16,16,Broker_28,28,Seller_45,45,Michelle Mooney,52,"27139 Daniel Spurs
Brentstad, MS 50539",567.979.3637,Credit Card,1,TD Bank,7,255768.3,2022-05-19
Penthouse,6,Builder_19,19,Broker_30,30,Seller_652,652,Courtney Cline,199,"7478 Walker Plaza Apt. 020
South Samuel, MS 94795",521.209.1085,Cheque,5,Bank of America,1,993516.22,2022-05-22
Mansion,8,Builder_18,18,Broker_1,1,Seller_167,167,Katherine Arnold,124,"2279 Ashley Locks Suite 379
Christyberg, NY 29494",001-717-701-1179x09865,Debit Card,2,SunTrust Bank,8,480470.31,2022-10-22
Penthouse,6,Builder_10,10,Broker_19,19,Seller_385,385,Jonathan Moore,44,"968 Jennifer Lock
Hansonstad, ND 18095",2466988470,Google Pay,8,Bank of America,1,669726.73,2021-04-01
Penthouse,6,Builder_8,8,Broker_28,28,Seller_289,289,Timothy Meyer,166,"0535 Ann Stravenue Apt. 819
East Michael, CT 88648",(844)924-9886x35744,Debit Card,2,Wells Fargo,3,246487.12,2023-02-17
Cottage,7,Builder_8,8,Broker_10,10,Seller_7,7,Darren Nelson,97,"07252 Lyons Path Suite 545
Jordanborough, MH 60484",(234)315-1972x827,Gift Card,10,TD Bank,7,551725.83,2021-12-07
Apartment,1,Builder_8,8,Broker_16,16,Seller_781,781,Denise Wilson,1,"8284 Davis Mission Apt. 349
Port Molly, LA 70363",+1-893-336-2705x92445,Google Pay,8,US Bank,4,280560.05,2020-02-19
Villa,4,Builder_4,4,Broker_12,12,Seller_244,244,Matthew Johnson,17,"172 Paula Burg
Port Jose, FM 43747",001-896-378-2576x81416,PayPal,7,Capital One,9,600327.97,2021-01-31
Single Family Home,3,Builder_15,15,Broker_5,5,Seller_982,982,Anna Baldwin,95,"956 Moore Skyway
Port Daniel, PR 60709",(270)316-7564,Cash,3,Bank of America,1,185736.9,2024-05-05
Cottage,7,Builder_3,3,Broker_8,8,Seller_324,324,Katherine Arnold,124,"59335 Johnson Pike Suite 372
New Maryborough, VI 50936",781-437-7550,Cryptocurrency,6,Capital One,9,462189.71,2023-11-25
Penthouse,6,Builder_7,7,Broker_30,30,Seller_133,133,Steven Pitts,189,"5719 Emily Manors Suite 514
Port Charleschester, SC 88799",001-698-504-3176x66984,Apple Pay,9,TD Bank,7,227381.91,2021-03-07
Penthouse,6,Builder_8,8,Broker_14,14,Seller_752,752,Jennifer Watson,93,"21505 Brittany Motorway
North Colton, LA 16072",375.497.8601x920,Google Pay,8,Chase Bank,2,270938.17,2024-07-29
Single Family Home,3,Builder_1,1,Broker_23,23,Seller_501,501,Daniel Webb,177,"USNV Ward
FPO AP 28254",001-603-541-9220x349,Debit Card,2,TD Bank,7,726458.43,2024-08-27
Townhouse,2,Builder_5,5,Broker_28,28,Seller_638,638,Daniel Duffy,115,"33834 Martinez Bypass Suite 237
Lisatown, MP 41690",(515)715-1261,Cryptocurrency,6,Citibank,5,595098.33,2020-05-20
Single Family Home,3,Builder_3,3,Broker_24,24,Seller_251,251,Tina Miles,70,"10266 Holmes Run
New Jeffreyburgh, VA 05226",855.681.3662,Apple Pay,9,Bank of America,1,593826.25,2021-07-14
Duplex,5,Builder_15,15,Broker_26,26,Seller_800,800,Robin Long,172,"0437 Juarez Village Suite 157
New Stephanie, CA 55877",(611)384-3633,Cash,3,Citibank,5,492609.7,2024-08-21
Cottage,7,Builder_4,4,Broker_24,24,Seller_623,623,Nicholas Bailey,173,"PSC 9687, Box 8634
APO AE 42573",001-591-582-5704x879,Debit Card,2,Citibank,5,856528.27,2020-11-15
Apartment,1,Builder_4,4,Broker_11,11,Seller_423,423,Darren Nelson,97,"8106 Cox Mountains
Christianchester, MO 69497",8805653490,Bank Transfer,4,Chase Bank,2,762142.45,2020-05-22
Cottage,7,Builder_13,13,Broker_5,5,Seller_161,161,Ryan Banks,135,"624 Christina Road
Joneschester, SC 73716",501.459.6485x470,Cheque,5,US Bank,4,272899.42,2023-10-04
Penthouse,6,Builder_17,17,Broker_14,14,Seller_656,656,Andrea Lopez DDS,193,"USS Gill
FPO AP 64550",001-901-634-3333x9691,Cryptocurrency,6,SunTrust Bank,8,454345.07,2022-04-23
Apartment,1,Builder_12,12,Broker_14,14,Seller_83,83,Grant Owens,57,"450 Brittany Knolls
New Madison, IL 14910",6369568271,Credit Card,1,Bank of America,1,166945.52,2023-03-18
Cottage,7,Builder_10,10,Broker_13,13,Seller_485,485,Steven Simpson,178,"378 Donald Mission Suite 946
Port Mollyview, AK 84489",+1-346-334-0300x5414,Gift Card,10,Capital One,9,220333.94,2022-03-19
Cottage,7,Builder_17,17,Broker_20,20,Seller_690,690,Jacqueline Adams,190,"741 Sarah Junctions
New Chelsea, KS 97052",+1-623-575-5626x33913,Debit Card,2,Ally Bank,10,543248.26,2023-04-26
Penthouse,6,Builder_10,10,Broker_15,15,Seller_182,182,Alexandra Walker,96,"783 Flores Union
Andrewport, WV 90649",886.672.3730,Google Pay,8,Capital One,9,756700.03,2020-03-05
Studio,10,Builder_1,1,Broker_4,4,Seller_305,305,Jacob Wright,13,"513 Davis Views Apt. 022
New Lisa, WV 34338",+1-663-376-4180,Cheque,5,Chase Bank,2,811725.01,2024-08-23
Duplex,5,Builder_9,9,Broker_22,22,Seller_649,649,Stacie Ellis,58,"5672 Rush Corners
Taylorton, KY 95335",365-244-8493x56982,Debit Card,2,SunTrust Bank,8,685821.56,2020-03-29
Townhouse,2,Builder_15,15,Broker_4,4,Seller_547,547,Makayla Bryant,43,"37784 Tiffany Isle Suite 182
Lake Jonathanview, NC 42891",8034142033,Apple Pay,9,US Bank,4,512099.21,2024-07-13
Studio,10,Builder_13,13,Broker_7,7,Seller_308,308,Jeanne Fisher,106,"434 George Orchard
North Jonathanfurt, FL 76827",(429)534-5303x11746,Debit Card,2,TD Bank,7,584815.17,2021-07-26
Penthouse,6,Builder_4,4,Broker_4,4,Seller_858,858,Jaclyn Welch,152,"2218 York Lake Suite 989
New Sierra, AS 47777",768.396.7274x682,Gift Card,10,PNC Bank,6,396644.0,2020-11-23
Mansion,8,Builder_14,14,Broker_18,18,Seller_705,705,Louis Jones,151,"3657 Jenny Knolls Apt. 642
North Rachel, ID 83676",001-432-789-8072x3138,Bank Transfer,4,Bank of America,1,550445.32,2021-03-02
Bungalow,9,Builder_13,13,Broker_28,28,Seller_610,610,Brad Golden,74,"3217 Paul Vista Apt. 359
Spencerland, AZ 83194",863.747.8292,Bank Transfer,4,US Bank,4,484446.4,2023-07-02
Cottage,7,Builder_7,7,Broker_26,26,Seller_327,327,Jason Williams,154,"PSC 7927, Box 4169
APO AP 58930",2974680467,Apple Pay,9,Ally Bank,10,981252.39,2023-07-13
Apartment,1,Builder_4,4,Broker_11,11,Seller_834,834,David Poole,112,"7647 Edward Isle
New Marcchester, CO 45364",210-649-5218,Cheque,5,PNC Bank,6,197009.32,2023-08-19
Duplex,5,Builder_18,18,Broker_18,18,Seller_31,31,Judith Petersen,22,"8029 Price Highway Apt. 808
Traciland, WI 43764",879-413-4042,Cheque,5,Bank of America,1,899441.37,2020-11-01
Bungalow,9,Builder_17,17,Broker_28,28,Seller_583,583,David Poole,112,"6213 Edwin Ranch Apt. 154
Port Angelaside, DC 60825",001-974-336-7303x46633,Google Pay,8,Capital One,9,440781.19,2021-02-11
Studio,10,Builder_17,17,Broker_28,28,Seller_308,308,Christopher Griffin,143,"47508 John Forks Suite 785
West Michelle, DC 09538",7059631381,Cash,3,SunTrust Bank,8,352936.67,2023-07-29
Penthouse,6,Builder_13,13,Broker_26,26,Seller_788,788,April Reid,33,"59535 Leah Fall
West Jessicaview, KS 90692",946-877-8829,Bank Transfer,4,Chase Bank,2,389082.46,2021-01-28
Duplex,5,Builder_9,9,Broker_8,8,Seller_983,983,Andrew Jones,158,"PSC 0869, Box 6315
APO AE 72871",(906)466-5534x16059,Credit Card,1,Capital One,9,533891.95,2022-01-11
Apartment,1,Builder_4,4,Broker_14,14,Seller_154,154,Jason Frank,139,"USNV Hale
FPO AA 84252",+1-757-993-3672x736,Apple Pay,9,Citibank,5,848845.52,2022-05-19
Duplex,5,Builder_16,16,Broker_16,16,Seller_94,94,Peter Wagner,4,"USCGC Garcia
FPO AE 80437",4344460732,Gift Card,10,Wells Fargo,3,763517.46,2023-03-16
Villa,4,Builder_19,19,Broker_4,4,Seller_987,987,Andrew Jones,158,"497 Richard Crossroad Suite 035
North Robertport, IN 05562",409-601-3119x35048,Bank Transfer,4,Ally Bank,10,206024.42,2020-02-21
Bungalow,9,Builder_20,20,Broker_5,5,Seller_554,554,Lindsey Malone,186,"153 Gomez Valley
Johnsonshire, AR 78973",(788)612-5676x2796,Cryptocurrency,6,Chase Bank,2,793610.81,2020-06-17
Studio,10,Builder_9,9,Broker_6,6,Seller_866,866,Nicole Clark,197,"7311 Murray Avenue
Reedburgh, MT 39547",(657)504-6567x4194,Cash,3,Capital One,9,621556.15,2022-07-21
Townhouse,2,Builder_19,19,Broker_25,25,Seller_591,591,Amanda Graham,30,"329 Owens Cliff Apt. 819
Lyonsberg, ID 49260",001-447-450-1505,Cheque,5,SunTrust Bank,8,243604.93,2024-01-09
Townhouse,2,Builder_7,7,Broker_12,12,Seller_441,441,Brenda Wolf,129,"543 Cordova Manors
East Vickieside, IA 04802",267.224.3866,Gift Card,10,Capital One,9,871163.69,2021-11-14
Studio,10,Builder_6,6,Broker_11,11,Seller_503,503,David Phillips,79,"864 Jason Cove
Riceton, LA 41500",568-807-4027x6724,Debit Card,2,Citibank,5,303637.84,2021-04-12
Studio,10,Builder_4,4,Broker_25,25,Seller_139,139,Michael Rivera,69,"75286 Ashley Ferry
Shawland, NE 54720",+1-282-484-4905x2274,Credit Card,1,Bank of America,1,286113.02,2023-11-27
Penthouse,6,Builder_2,2,Broker_30,30,Seller_704,704,Ann Woodward,38,"15308 Diaz Landing Suite 179
Fernandoport, MH 02154",765-970-5606x3968,Bank Transfer,4,Bank of America,1,779441.87,2021-03-08
Duplex,5,Builder_20,20,Broker_3,3,Seller_596,596,Madison Pena,162,"PSC 5234, Box 3392
APO AE 09527",949-775-9482x034,Cryptocurrency,6,Chase Bank,2,309320.97,2020-06-23
Single Family Home,3,Builder_10,10,Broker_15,15,Seller_606,606,Amanda Graham,30,"583 Taylor Corner
Lake Davidport, DC 95767",468.943.3470x535,Apple Pay,9,Citibank,5,469131.17,2021-07-23
Duplex,5,Builder_2,2,Broker_4,4,Seller_307,307,David Phillips,79,"7382 Kenneth Lock Apt. 089
Lake Brandifurt, CA 41940",(760)854-9554,Cryptocurrency,6,PNC Bank,6,572836.86,2024-02-13
Duplex,5,Builder_11,11,Broker_20,20,Seller_207,207,Matthew Reed,102,"215 Jeffrey Lodge Apt. 485
Bryantown, ME 62609",001-892-400-3061,PayPal,7,US Bank,4,228476.17,2022-11-25
Bungalow,9,Builder_6,6,Broker_29,29,Seller_16,16,Tina Miles,70,"5556 Small Key
West Gavin, MP 41822",982.683.8091,Apple Pay,9,SunTrust Bank,8,707579.8,2024-08-29
Mansion,8,Builder_14,14,Broker_17,17,Seller_943,943,Maria Hobbs,181,"05990 Zachary Tunnel Apt. 790
West Williamview, WY 26358",606.210.5527,Bank Transfer,4,Citibank,5,254608.69,2023-01-31
Townhouse,2,Builder_19,19,Broker_5,5,Seller_17,17,Matthew Washington DDS,183,"8316 Tracy Club
Denisebury, IA 59711",+1-836-390-9456,Cash,3,TD Bank,7,178740.2,2024-06-29
Apartment,1,Builder_14,14,Broker_22,22,Seller_699,699,Leonard Guzman,150,"8709 Doyle Trace Apt. 011
Ramirezmouth, KY 33672",674-510-1974x945,Apple Pay,9,Citibank,5,368346.4,2024-04-14
Mansion,8,Builder_10,10,Broker_22,22,Seller_983,983,Marcia Smith,40,"23251 Decker Curve Apt. 958
Samuelside, GA 79893",419-608-6125,Debit Card,2,PNC Bank,6,649622.0,2020-07-21
Studio,10,Builder_10,10,Broker_26,26,Seller_712,712,Jacqueline Adams,190,"05241 Gibson Mews Suite 593
Lake Andreaborough, MT 58859",895.877.8139x09383,Bank Transfer,4,Ally Bank,10,426214.28,2021-09-06
Townhouse,2,Builder_16,16,Broker_26,26,Seller_156,156,Michael Lindsey,192,"3041 Moore Plains
Brandonside, RI 45709",001-664-559-8187x43539,Apple Pay,9,Capital One,9,388672.64,2022-09-27
Duplex,5,Builder_10,10,Broker_9,9,Seller_758,758,Christopher Merritt,104,"54248 Andrea Summit Suite 424
Whitefurt, RI 28964",765.731.8330x12430,Debit Card,2,Bank of America,1,789685.42,2023-04-12
Penthouse,6,Builder_12,12,Broker_11,11,Seller_841,841,Matthew Wilson,86,"7289 Perez Coves Suite 502
Lake Stephanieview, MA 79173",695.291.4712,Cryptocurrency,6,Bank of America,1,974560.78,2023-04-10
Penthouse,6,Builder_9,9,Broker_6,6,Seller_570,570,Dr. Christian Wade,68,"65618 French Camp
Lake Bonnie, NH 34308",922.380.5759,Google Pay,8,PNC Bank,6,893103.79,2021-02-07
Villa,4,Builder_8,8,Broker_22,22,Seller_889,889,Amanda Carpenter,130,"276 Darrell Well
Kochborough, WA 18572",247.526.1550,Google Pay,8,Ally Bank,10,465114.78,2022-03-21
Single Family Home,3,Builder_9,9,Broker_21,21,Seller_301,301,Heather Suarez,3,"312 Foster Curve Suite 702
Ryanton, OK 07303",001-910-337-6323,Cryptocurrency,6,Citibank,5,755526.97,2023-12-01
Villa,4,Builder_7,7,Broker_6,6,Seller_199,199,Elizabeth Rowe,142,"Unit 8164 Box 4980
DPO AE 76052",430.770.5869,Google Pay,8,US Bank,4,267451.53,2020-09-10
Penthouse,6,Builder_7,7,Broker_7,7,Seller_458,458,Peter Wagner,4,"054 Donald Via
East Timborough, NJ 48705",001-845-540-0328x40853,Cash,3,SunTrust Bank,8,832523.28,2020-08-15
Duplex,5,Builder_6,6,Broker_17,17,Seller_770,770,Amanda Carpenter,130,"528 Colon Turnpike
South Austin, MS 46894",001-691-848-8526x884,Apple Pay,9,Citibank,5,449268.58,2022-03-02
Apartment,1,Builder_8,8,Broker_4,4,Seller_302,302,Frank Roach,176,"301 Jennifer Pike
New Patricia, CO 52328",(445)614-4975,Debit Card,2,Wells Fargo,3,749395.82,2020-12-13
Penthouse,6,Builder_13,13,Broker_10,10,Seller_722,722,Jonathan Moore,44,"080 Jessica Crossing
Lake Douglasshire, OK 24281",001-252-224-5183,Debit Card,2,Wells Fargo,3,999542.13,2023-06-28
Bungalow,9,Builder_10,10,Broker_21,21,Seller_222,222,Dr. Jonathan Costa,160,"24253 Galloway Rest
Port Annaberg, KY 84377",628-216-5519x9726,Cheque,5,US Bank,4,816341.21,2020-03-01
Penthouse,6,Builder_8,8,Broker_12,12,Seller_880,880,Shelby Jackson,120,"Unit 0406 Box 3285
DPO AP 32135",377.958.2498,Bank Transfer,4,TD Bank,7,229013.59,2021-09-20
Apartment,1,Builder_14,14,Broker_13,13,Seller_442,442,Matthew Wilson,86,"890 April Village
Evanfurt, WA 18507",+1-938-750-8321,Bank Transfer,4,SunTrust Bank,8,825638.38,2021-12-24
Villa,4,Builder_18,18,Broker_3,3,Seller_891,891,William York,147,"Unit 3032 Box 8108
DPO AE 82243",214-392-0644x647,Google Pay,8,Capital One,9,586234.85,2022-01-14
Penthouse,6,Builder_12,12,Broker_7,7,Seller_267,267,Bradley Schneider,138,"181 Hernandez Terrace
Mariamouth, MD 22588",+1-617-270-8566x892,Debit Card,2,Bank of America,1,902621.33,2021-05-14
Single Family Home,3,Builder_3,3,Broker_9,9,Seller_551,551,Andrea Lopez DDS,193,"9675 Davis Ford Apt. 623
New Cameron, WY 08277",+1-256-957-0750x68678,Cash,3,Wells Fargo,3,901550.82,2023-07-20
